brand,series,model,year,col,size,cpu,gen,ram,slots,max,sold,w11,tag,st_25sata,st_msata,st_m2sata,st_m2nvme,st_ide,st_emmc,st_m2len,st_note,price,price_note,os,note,aliases,pwr,bat,bat_note
thinkpad,X,X61 / X61s,2007,,12.1″,Core 2 Duo (Santa Rosa),ddr2,DDR2-667 SODIMM,2× SODIMM,8 GB (official 4),,,SATA,1,,,,,,,,$35–70,Est. (calibrated to Jul 2026 sold data). Compact travel favorites — clean examples command a premium. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,,,"7.9mm round tip (yellow) · 65–90W|>20V family, 2005–2012 — any wattage fits any model (higher is fine). Search ""Lenovo 20V round tip 65W"" / 90W. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM. USB-C→round-tip dongles exist but quality is hit-or-miss.",removable,"Removable 6-cell (2006–07). Search ""X61 6-cell battery"".|>9-cell high-capacity packs stick out the back — big runtime if cells are healthy. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X,X200 / X200s,2008,,12.1″,Core 2 Duo (Penryn),ddr3,DDR3-1066 SODIMM,2× SODIMM,8 GB,,,SATA,1,,,,,,,,$35–70,Est. (calibrated to Jul 2026 sold data). Compact travel favorites — clean examples command a premium. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,,,"7.9mm round tip (yellow) · 65–90W|>20V family, 2005–2012 — any wattage fits any model (higher is fine). Search ""Lenovo 20V round tip 65W"" / 90W. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM. USB-C→round-tip dongles exist but quality is hit-or-miss.",removable,"Removable 6-cell (2008–09). Search ""X200 battery"".|>9-cell options add runtime and prop the rear up. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X,X201,2010,,12.1″,Intel 1st gen Core i (Arrandale),ddr3,DDR3-1066 SODIMM,2× SODIMM,8 GB,,0,SATA,1,,,,,,,,$30–55,Est. (calibrated to Jul 2026 sold data). Compact travel favorites — clean examples command a premium.,,X201s slim and X201t tablet variants exist.,X201s X201t,"7.9mm round tip (yellow) · 65–90W|>20V family, 2005–2012 — any wattage fits any model (higher is fine). Search ""Lenovo 20V round tip 65W"" / 90W. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM. USB-C→round-tip dongles exist but quality is hit-or-miss.",removable,"Removable 6-cell (2011-era). Search ""X201 6-cell"".|>9-cell high-capacity available. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X,X220,2011,,12.5″,Intel 2nd gen (Sandy Bridge),ddr3,DDR3-1333 SODIMM,2× SODIMM,16 GB (official 8),,0,SATA/mSATA,1,1,,,,,,,$120–250,"Real eBay sold IQR, Jul 2026 (n=42, median $200). Classic-keyboard cult favorite — strong collector demand. Real eBay sold IQR, Jul 2026 (n=30, median $188). Compact travel favorites — clean examples command a premium.",,Last X with classic 7-row keyboard — enthusiast favorite. X220t convertible tablet variant exists.,X220t,"7.9mm round tip (yellow) · 65–90W|>20V family, 2005–2012 — any wattage fits any model (higher is fine). Search ""Lenovo 20V round tip 65W"" / 90W. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM. USB-C→round-tip dongles exist but quality is hit-or-miss.",removable,"6-cell ""29+"" — search 0A36282|>4-cell flat and 9-cell (sticks out, huge runtime) also fit. Massive cheap supply. <span style=color:#e5b567>⚠</span> $20–35 genuine OEM listings are near-universally FAKE cells in lookalike wrappers. Reality: decent aftermarket starts ~$50–70; genuine new ~$100+ where still manufactured; a used REAL OEM pull is often the best value — check cycle count / wear level on arrival."
thinkpad,X,X230,2012,,12.5″,Intel 3rd gen (Ivy Bridge),ddr3,DDR3-1600 SODIMM,2× SODIMM,16 GB,,0,SATA/mSATA,1,1,,,,,,,$173–292,"Real eBay sold IQR, Jul 2026 (n=33, median $213). Cult favorite (coreboot/keyboard-mod scene) — sells ABOVE newer X250/X270! Real eBay sold IQR, Jul 2026 (n=31, median $190). Compact travel favorites — clean examples command a premium.",,X230t convertible tablet variant exists.,X230t,"7.9mm round tip (yellow) · 65–90W|>20V family, 2005–2012 — any wattage fits any model (higher is fine). Search ""Lenovo 20V round tip 65W"" / 90W. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM. USB-C→round-tip dongles exist but quality is hit-or-miss.",removable,"6-cell ""44+"" — search 0A36307|>4-cell 44 and 9-cell 44++ also fit. Shared with X220i-era chassis? No — X230-specific family. <span style=color:#e5b567>⚠</span> $20–35 genuine OEM listings are near-universally FAKE cells in lookalike wrappers. Reality: decent aftermarket starts ~$50–70; genuine new ~$100+ where still manufactured; a used REAL OEM pull is often the best value — check cycle count / wear level on arrival."
thinkpad,X,X240,2013,,12.5″,Intel 4th gen (Haswell),ddr3,DDR3L-1600 SODIMM,1× SODIMM,8 GB,,0,SATA/M.2,1,,1,,,,2242,,$50–85,Est. (calibrated to Jul 2026 sold data). Compact travel favorites — clean examples command a premium.,,,,"slim tip (rectangular) · 45–65W|>Search ""Lenovo slim tip 65W"" (ADLX65NDC3A; 45W = ADLX45NDC3A). T440p / T540p / W540 quad-cores need the 135W slim brick instead. Undersized = slow-charge/throttle. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM.",bridge (int + hot-swap ext),Power Bridge — search 45N1126 (ext 3-cell)|>Internal 23Wh + external swap. 6-cell 72Wh external available (juts out). <span style=color:#e5b567>⚠</span> $20–35 genuine OEM listings are near-universally FAKE cells in lookalike wrappers. Reality: decent aftermarket starts ~$50–70; genuine new ~$100+ where still manufactured; a used REAL OEM pull is often the best value — check cycle count / wear level on arrival.
thinkpad,X,X250,2014,,12.5″,Intel 5th gen (Broadwell),ddr3,DDR3L-1600 SODIMM,1× SODIMM,16 GB,,0,SATA/M.2,1,,1,,,,2242,,$50–126,"Real eBay sold IQR, Jul 2026 (n=31, median $100). Compact travel favorites — clean examples command a premium.",,,,"slim tip (rectangular) · 45–65W|>Search ""Lenovo slim tip 65W"" (ADLX65NDC3A; 45W = ADLX45NDC3A). T440p / T540p / W540 quad-cores need the 135W slim brick instead. Undersized = slow-charge/throttle. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM.",bridge (int + hot-swap ext),Power Bridge — search 45N1126|>Same battery system as X240/X260: internal + hot-swap external. <span style=color:#e5b567>⚠</span> $20–35 genuine OEM listings are near-universally FAKE cells in lookalike wrappers. Reality: decent aftermarket starts ~$50–70; genuine new ~$100+ where still manufactured; a used REAL OEM pull is often the best value — check cycle count / wear level on arrival.
thinkpad,X,X260,2016,,12.5″,Intel 6th gen (Skylake),ddr4,DDR4-2133 SODIMM,1× SODIMM,16 GB,,0,SATA/M.2,1,,1,,,,2242,,$72–159,"Real eBay sold IQR, Jul 2026 (n=40, median $99). Compact travel favorites — clean examples command a premium.",,,,"slim tip (rectangular) · 45–65W|>Search ""Lenovo slim tip 65W"" (ADLX65NDC3A; 45W = ADLX45NDC3A). T440p / T540p / W540 quad-cores need the 135W slim brick instead. Undersized = slow-charge/throttle. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM.",bridge (int + hot-swap ext),Power Bridge — search 45N1126|>Internal + external hot-swap; 72Wh 6-cell external for all-day. <span style=color:#e5b567>⚠</span> $20–35 genuine OEM listings are near-universally FAKE cells in lookalike wrappers. Reality: decent aftermarket starts ~$50–70; genuine new ~$100+ where still manufactured; a used REAL OEM pull is often the best value — check cycle count / wear level on arrival.
thinkpad,X,X270,2017,,12.5″,Intel 6th/7th gen (Kaby Lake),ddr4,DDR4-2400 SODIMM,1× SODIMM,16 GB,,0,SATA/NVMe,1,,1,,,,2242,,$91–155,"Real eBay sold IQR, Jul 2026 (n=41, median $128). Real eBay sold IQR, Jul 2026 (n=41, median $121). Compact travel favorites — clean examples command a premium.",,Last X with removable battery + 2.5″ bay. A275 (2017) = AMD twin of the X270.,A275,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",bridge (int + hot-swap ext),Last bridge X — search 01AV419 (ext)|>Internal + external hot-swap; X280 onward went internal-only. <span style=color:#e5b567>⚠</span> $20–35 genuine OEM listings are near-universally FAKE cells in lookalike wrappers. Reality: decent aftermarket starts ~$50–70; genuine new ~$100+ where still manufactured; a used REAL OEM pull is often the best value — check cycle count / wear level on arrival.
thinkpad,X,X280,2018,,12.5″,Intel 8th gen (Kaby Lake R),ddr4,LPDDR3-2133 soldered,"soldered, no slots",16 GB,1,1,NVMe,,,,1,,,,,$133–200,"Real eBay sold IQR, Jul 2026 (n=50, median $162). Real eBay sold IQR, Jul 2026 (n=46, median $165). Compact travel favorites — clean examples command a premium.",,A285 (2018) = AMD Ryzen twin of the X280.,A285,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""X280 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X,X390 / X395,2019,,13.3″,Intel 8th gen / Ryzen (X395),ddr4,DDR4-2400 soldered,"soldered, no slots",16 GB (X390) / 32 GB,1,1,NVMe,,,,1,,,,,$105–160,Est. (calibrated to Jul 2026 sold data). Compact travel favorites — clean examples command a premium.,,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""X390 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X,X13 Gen 1,2020,,13.3″,Intel 10th gen / Ryzen 4000,ddr4,DDR4/LPDDR4x soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,,,$120–215,"Real eBay sold IQR, Jul 2026 (n=9, median $185). Compact travel favorites — clean examples command a premium.",,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""X13 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X,X13 Gen 2,2021,,13.3″,Intel 11th gen / Ryzen 5000,ddr4,LPDDR4x soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,,,$222–279,"Real eBay sold IQR, Jul 2026 (n=11, median $260). Compact travel favorites — clean examples command a premium.",,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""X13 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X,X13 Gen 3,2022,,13.3″,Intel 12th gen / Ryzen 6000,ddr5,LPDDR5 soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,,,$320–450,"Est. cross-checked vs small eBay sold sample, Jul 2026 (n=3, median $435). Compact travel favorites — clean examples command a premium.",,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""X13 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X,X13 Gen 4,2023,,13.3″,Intel 13th gen / Ryzen 7040,ddr5,LPDDR5 soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,,PCIe Gen 4,$400–600,"Est. cross-checked vs small eBay sold sample, Jul 2026 (n=4, median $430). Compact travel favorites — clean examples command a premium.",,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""X13 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X,X13 Gen 5,2024,,13.3″,Intel Core Ultra / Ryzen PRO 8040 (AMD variant),ddr5,LPDDR5x soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,,PCIe Gen 4,$360–520,Est. (calibrated to Jul 2026 sold data). Compact travel favorites — clean examples command a premium.,,,,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, bottom-cover-off swap. Search ""X13 battery"".|>Modern sealed ThinkPad — 10-minute swap once the base is off. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Carbon Gen 1,2012,,14″,Intel 3rd gen (Ivy Bridge),ddr3,DDR3 soldered,"soldered, no slots",8 GB,1,0,mSATA,,1,,,,,,,$45–85,Est. (calibrated to Jul 2026 sold data). Premium thin — verify soldered RAM size before buying; scratches hurt value.,,,,"slim tip (rectangular) · 45–65W|>Search ""Lenovo slim tip 65W"" (ADLX65NDC3A; 45W = ADLX45NDC3A). T440p / T540p / W540 quad-cores need the 135W slim brick instead. Undersized = slow-charge/throttle. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM.",internal,"Internal (first X1 Carbon) — search ""45N1070"".|>First sealed ThinkPad flagship; base-off swap. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Carbon Gen 2,2014,,14″,Intel 4th gen (Haswell),ddr3,LPDDR3-1600 soldered,"soldered, no slots",8 GB,1,0,M.2 SATA,,,1,,,,,,$60–105,Est. (calibrated to Jul 2026 sold data). Premium thin — verify soldered RAM size before buying; scratches hurt value.,,,,"slim tip (rectangular) · 45–65W|>Search ""Lenovo slim tip 65W"" (ADLX65NDC3A; 45W = ADLX45NDC3A). T440p / T540p / W540 quad-cores need the 135W slim brick instead. Undersized = slow-charge/throttle. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM.",internal,"Internal, per-gen pack — match the generation exactly.|>X1 Carbon packs are NOT cross-gen interchangeable; verify the FRU for your gen. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Carbon Gen 3,2015,,14″,Intel 5th gen (Broadwell),ddr3,LPDDR3-1600 soldered,"soldered, no slots",8 GB,1,0,M.2 SATA,,,1,,,,,,$65–110,Est. (calibrated to Jul 2026 sold data). Premium thin — verify soldered RAM size before buying; scratches hurt value.,,,,"slim tip (rectangular) · 45–65W|>Search ""Lenovo slim tip 65W"" (ADLX65NDC3A; 45W = ADLX45NDC3A). T440p / T540p / W540 quad-cores need the 135W slim brick instead. Undersized = slow-charge/throttle. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM.",internal,"Internal, per-gen pack — match the generation exactly.|>X1 Carbon packs are NOT cross-gen interchangeable; verify the FRU for your gen. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Carbon Gen 4,2016,,14″,Intel 6th gen (Skylake),ddr3,LPDDR3-1866 soldered,"soldered, no slots",16 GB,1,0,NVMe,,,,1,,,,,$75–120,Est. (calibrated to Jul 2026 sold data). Premium thin — verify soldered RAM size before buying; scratches hurt value.,,,X1 Yoga Gen 1,"slim tip (rectangular) · 45–65W|>Search ""Lenovo slim tip 65W"" (ADLX65NDC3A; 45W = ADLX45NDC3A). T440p / T540p / W540 quad-cores need the 135W slim brick instead. Undersized = slow-charge/throttle. 💡 Used OEM bricks are $10–20 shipped on eBay — same as 3rd-party, buy OEM.",internal,"Internal, per-gen pack — match the generation exactly.|>X1 Carbon packs are NOT cross-gen interchangeable; verify the FRU for your gen. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Carbon Gen 5,2017,,14″,Intel 6th/7th gen (Kaby Lake),ddr3,LPDDR3-1866 soldered,"soldered, no slots",16 GB,1,0,NVMe,,,,1,,,,,$85–130,Est. (calibrated to Jul 2026 sold data). Premium thin — verify soldered RAM size before buying; scratches hurt value.,,,X1 Yoga Gen 2,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Carbon Gen 6,2018,,14″,Intel 8th gen (Kaby Lake R),ddr3,LPDDR3-2133 soldered,"soldered, no slots",16 GB,1,1,NVMe,,,,1,,,,,$170–215,"Est. cross-checked vs small eBay sold sample, Jul 2026 (n=5, median $208). Premium thin — verify soldered RAM size before buying; scratches hurt value.",,First Win 11-eligible X1 Carbon (8th gen). Great value used.,X1 Yoga Gen 3,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,57Wh — search 01AV494|>Bottom-cover swap. Gen 5 (01AV429) similar but NOT interchangeable — match the gen. <span style=color:#e5b567>⚠</span> $20–35 genuine OEM listings are near-universally FAKE cells in lookalike wrappers. Reality: decent aftermarket starts ~$50–70; genuine new ~$100+ where still manufactured; a used REAL OEM pull is often the best value — check cycle count / wear level on arrival.
thinkpad,X1,X1 Carbon Gen 7,2019,,14″,Intel 8th/10th gen (Comet/Whiskey),ddr3,LPDDR3-2133 soldered,"soldered, no slots",16 GB,1,1,NVMe,,,,1,,,,,$120–180,Est. (calibrated to Jul 2026 sold data). Premium thin — verify soldered RAM size before buying; scratches hurt value.,,,X1 Yoga Gen 4,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Carbon Gen 8,2020,,14″,Intel 10th gen (Comet Lake),ddr3,LPDDR3-2133 soldered,"soldered, no slots",16 GB,1,1,NVMe,,,,1,,,,,$200–340,"Est. cross-checked vs small eBay sold sample, Jul 2026 (n=5, median $246). Premium thin — verify soldered RAM size before buying; scratches hurt value.",,,X1 Yoga Gen 5,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Carbon Gen 9,2021,,14″,Intel 11th gen (Tiger Lake),ddr4,LPDDR4x-4266 soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,,,$195–320,"Est. cross-checked vs small eBay sold sample, Jul 2026 (n=6, median $300). Premium thin — verify soldered RAM size before buying; scratches hurt value.",,Switched to 16:10 display; max RAM up to 32 GB.,X1 Yoga Gen 6,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Carbon Gen 10,2022,,14″,Intel 12th gen (Alder Lake),ddr5,LPDDR5-5200 soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,,PCIe Gen 4,$220–330,Est. (calibrated to Jul 2026 sold data). Premium thin — verify soldered RAM size before buying; scratches hurt value.,,,X1 Yoga Gen 7,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Carbon Gen 11,2023,,14″,Intel 13th gen (Raptor Lake),ddr5,LPDDR5-6400 soldered,"soldered, no slots",64 GB,1,1,NVMe,,,,1,,,,PCIe Gen 4,$520–750,"Est. cross-checked vs small eBay sold sample, Jul 2026 (n=6, median $700). Premium thin — verify soldered RAM size before buying; scratches hurt value.",,,X1 Yoga Gen 8,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
thinkpad,X1,X1 Carbon Gen 12,2024,,14″,Intel Core Ultra (Meteor Lake),ddr5,LPDDR5x-6400 soldered,"soldered, no slots",64 GB,1,1,NVMe,,,,1,,,,PCIe Gen 4,$830–1200,"Est. cross-checked vs small eBay sold sample, Jul 2026 (n=4, median $873). Premium thin — verify soldered RAM size before buying; scratches hurt value.",,,X1 2-in-1 Gen 9,"USB-C PD · 65W|>Any solid-brand PD charger works — OEM ~$10–20 used, Anker-class 3rd party equally fine. 16″ H-series configs like 100W+ bricks. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",internal,"Internal, per-gen pack — match the generation.|>Premium sealed chassis; packs are gen-specific, verify FRU. <span style=""color:#e5b567"">⚠</span> $20–35 ""genuine OEM"" listings are near-universally FAKE cells in lookalike wrappers. Real aftermarket ~$50–70+, genuine new ~$100+ where still made; a used REAL OEM pull is often best value — check cycle count / wear on arrival."
